_id: 57c82964fbff50645890826e
SMARTS: [C:2]-[OH;+0:1].[OH;+0:3]-[C:4]-[C:5](-[OH;+0:8])-[C:6]-[OH;+0:7]>>O=C-[O;H0;+0:1]-[C:2].O=C-[O;H0;+0:3]-[C:4]-[C:5](-[C:6]-[O;H0;+0:7]-C=O)-[O;H0;+0:8]-C=O
number of examples: 1898
EFG Index	Name	SMARTS	Fraction of examples with co-existing group
376	Thiophenes (HS)	[sR1]1[cR1][cR1][cR1][cR1]1	0.013698630137
377	Indoles	[cR1]1[cR1][cR1][cR1][cR2]2[nR1][cR1][cR1][cR2]12	0.0358271865121
378	Benzofurans	[cR1]1[cR1][cR1][cR1][cR2]2[oR1][cR1][cR1][cR2]12	0.000526870389884
379	Benzothiophenes	[cR1]1[cR1][cR1][cR1][cR2]2[sR1][cR1][cR1][cR2]12	0.000526870389884
380	Five-membered heterocycles with two heteroatoms (HS)	[$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1)]	0.0558482613277
381	Saturated five-membered heterocycles with two heteroatoms (HS)	[$([!#6!#1;R1]1[!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][CR1]1)]	0.0142255005269
382	Diazolidines (HS)	[$([NR1]1[NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][CR1]1)]	0.00737618545838
383	Pyrazolidines (HS)	[NR1]1[NR1][CR1][CR1][CR1]1	0.0
384	Imidazolidines (HS)	[NR1]1[CR1][NR1][CR1][CR1]1	0.00737618545838
385	Dioxolanes (HS)	[$([OR1]1[OR1][CR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][CR1]1)]	0.00158061116965
386	1,2-Dioxolanes (HS)	[OR1]1[OR1][CR1][CR1][CR1]1	0.0
387	1,3-Dioxolanes (HS)	[OR1]1[CR1][OR1][CR1][CR1]1	0.00158061116965
388	Dithiolanes (HS)	[$([SR1]1[SR1][CR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][CR1]1)]	0.0
389	1,2-Dithiolanes (HS)	[SR1]1[SR1][CR1][CR1][CR1]1	0.0
390	1,3-Dithiolanes (HS)	[SR1]1[CR1][SR1][CR1][CR1]1	0.0
391	Unsaturated five-membered heterocycles with two heteroatoms (HS)	[$([!#6!#1;R1]1=[!#6!#1;R1][CR1]-,=[CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1]=[CR1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1]=[CR1][CR1]1),$([!#6!#1;R1]1=[CR1][!#6!#1;R1]-,=[CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][CR1]=1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1]=[CR1]1)]	0.00263435194942
392	Pyrazolines (HS)	[$([NR1]1=[NR1][CR1][CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1]1)]	0.0
393	1-Pyrazolines (HS)	[NR1]1=[NR1][CR1][CR1][CR1]1	0.0
394	2-Pyrazolines (HS)	[NR1]1[NR1]=[CR1][CR1][CR1]1	0.0
395	Imidazolines (HS)	[$([NR1]1=[CR1][NR1][CR1][CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1]1),$([NR1]1[CR1][NR1][CR1]=[CR1]1)]	0.0
396	2-Imidazolines (HS)	[NR1]1=[CR1][NR1][CR1][CR1]1	0.0
397	3-Imidazolines (HS)	[NR1]1[CR1][NR1]=[CR1][CR1]1	0.0
398	4-Imidazolines (HS)	[NR1]1[CR1][NR1][CR1]=[CR1]1	0.0
399	Dioxolenes (HS)	[$([OR1]1[OR1][CR1]=[CR1][CR1]1),$([OR1]1[CR1][OR1][CR1]=[CR1]1)]	0.0
400	1,2-Dioxolenes (HS)	[OR1]1[OR1][CR1]=[CR1][CR1]1	0.0
401	1,3-Dioxolenes (HS)	[OR1]1[CR1][OR1][CR1]=[CR1]1	0.0
402	Dithiolenes (HS)	[$([SR1]1[SR1][CR1]=[CR1][CR1]1),$([SR1]1[CR1][SR1][CR1]=[CR1]1)]	0.0
403	1,2-Dithiolenes (HS)	[SR1]1[SR1][CR1]=[CR1][CR1]1	0.0
404	1,3-Dithiolenes (HS)	[SR1]1[CR1][SR1][CR1]=[CR1]1	0.0
405	Aromatic five-membered heterocycles with two heteroatoms (HS)	[$([a!#6;R1]1[a!#6;R1][cR1][cR1][cR1]1),$([a!#6;R1]1[cR1][a!#6;R1][cR1][cR1]1)]	0.0389884088514
406	Diazoles (HS)	[$([nR1]1[nR1][cR1][cR1][cR1]1),$([nR1]1[cR1][nR1][cR1][cR1]1)]	0.0263435194942
407	Pyrazoles (HS)	[nR1]1[nR1][cR1][cR1][cR1]1	0.0194942044257
408	Imidazoles (HS)	[nR1]1[cR1][nR1][cR1][cR1]1	0.00684931506849
409	Oxazoles (HS)	[$([oR1]1[nR1][cR1][cR1][cR1]1),$([oR1]1[cR1][nR1][cR1][cR1]1)]	0.0031612223393
410	1,2-Oxazoles (HS)	[oR1]1[nR1][cR1][cR1][cR1]1	0.0031612223393
411	1,3-Oxazoles (HS)	[oR1]1[cR1][nR1][cR1][cR1]1	0.0
412	Thiazoles (HS)	[$([sR1]1[nR1][cR1][cR1][cR1]1),$([sR1]1[cR1][nR1][cR1][cR1]1)]	0.00948366701791
413	1,2-Thiazoles (HS)	[sR1]1[nR1][cR1][cR1][cR1]1	0.0
414	1,3-Thiazoles (HS)	[sR1]1[cR1][nR1][cR1][cR1]1	0.00948366701791
415	Five-membered heterocycles with three heteroatoms (HS)	[$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1)]	0.0584826132771
416	Saturated five-membered heterocycles with three heteroatoms (HS)	[$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][CR1]1)]	0.0
417	Triazolidines (HS)	[$([NR1]1[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][CR1]1)]	0.0
418	1,2,3-Triazolidines (HS)	[NR1]1[NR1][NR1][CR1][CR1]1	0.0
419	1,2,4-Triazolidines (HS)	[NR1]1[NR1][CR1][NR1][CR1]1	0.0
420	Trioxolanes (HS)	[$([OR1]1[OR1][OR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][CR1]1)]	0.0
421	1,2,3-Trioxolanes (HS)	[OR1]1[OR1][OR1][CR1][CR1]1	0.0
422	1,2,4-Trioxolanes (HS)	[OR1]1[OR1][CR1][OR1][CR1]1	0.0
423	Trithiolanes (HS)	[$([SR1]1[SR1][SR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][CR1]1)]	0.0
424	1,2,3-Trithiolanes (HS)	[SR1]1[SR1][SR1][CR1][CR1]1	0.0
425	1,2,4-Trithiolanes (HS)	[SR1]1[SR1][CR1][SR1][CR1]1	0.0
426	Unsaturated five-membered heterocycles with three heteroatoms (HS)	[$([!#6!#1;R1]1=[!#6!#1;R1][!#6!#1;R1]-,=[CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][CR1]=1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1]=[CR1]1),$([!#6!#1;R1]1=[!#6!#1;R1][CR1][!#6!#1;R1]-,=[CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][CR1]=1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1]=[CR1]1)]	0.000526870389884
427	1,2,3-Triazolines (HS)	[$([NR1]1=[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][CR1]=[CR1]1)]	0.0
428	1,2,4-Triazolines (HS)	[$([NR1]1=[NR1][CR1][NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][CR1]1),$([NR1]1[NR1][CR1]=[NR1][CR1]1)]	0.0
429	1,2,3-Trioxoles (HS)	[OR1]1[OR1][OR1][CR1]=[CR1]1	0.0
430	1,2,3-Trithioles (HS)	[SR1]1[SR1][SR1][CR1]=[CR1]1	0.0
431	Aromatic five-membered heterocycles with three heteroatoms (HS)	[$([a!#6;R1]1[a!#6;R1][a!#6;R1][cR1][cR1]1),$([a!#6;R1]1[a!#6;R1][cR1][a!#6;R1][cR1]1)]	0.0579557428872
432	Triazoles (HS)	[$([nR1]1[nR1][nR1][cR1][cR1]1),$([nR1]1[nR1][cR1][nR1][cR1]1)]	0.0384615384615
433	1,2,3-Triazoles (HS)	[nR1]1[nR1][nR1][cR1][cR1]1	0.0194942044257
434	1,2,4-Triazoles (HS)	[nR1]1[nR1][cR1][nR1][cR1]1	0.0189673340358
435	Oxadiazoles (HS)	[$([oR1]1[nR1][nR1][cR1][cR1]1),$([oR1]1[nR1][cR1][nR1][cR1]1),$([oR1]1[nR1][cR1][cR1][nR1]1),$([oR1]1[cR1][nR1][nR1][cR1]1)]	0.00474183350896
436	1,2,3-Oxadiazoles (HS)	[oR1]1[nR1][nR1][cR1][cR1]1	0.0
437	1,2,4-Oxadiazoles (HS)	[oR1]1[nR1][cR1][nR1][cR1]1	0.000526870389884
438	1,2,5-Oxadiazoles (furazanes) (HS)	[oR1]1[nR1][cR1][cR1][nR1]1	0.0
439	1,3,4-Oxadiazoles (HS)	[oR1]1[cR1][nR1][nR1][cR1]1	0.00421496311907
440	Five-membered heterocycles with four heteroatoms (HS)	[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1	0.00158061116965
441	Saturated five-membered heterocycles with four heteroatoms (HS)	[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1][CR1]1	0.0
442	Tetrazolidines (HS)	[NR1]1[NR1][NR1][NR1][CR1]1	0.0
443	Tetraoxolanes (HS)	[OR1]1[OR1][OR1][OR1][CR1]1	0.0
444	Tetrathiolanes (HS)	[SR1]1[SR1][SR1][SR1][CR1]1	0.0
445	Unsaturated five-membered heterocycles with four heteroatoms (HS)	[$([!#6!#1;R1]1=[!#6!#1;R1][!#6!#1;R1]-,=[!#6!#1;R1][#6R1]1),$([!#6!#1;R1]1[!#6!#1;R1]=[!#6!#1;R1][!#6!#1;R1][#6R1]1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][!#6!#1;R1][#6R1]=1)]	0.0
446	Aromatic five-membered heterocycles with four heteroatoms (HS)	[a!#6;R1]1[a!#6;R1][a!#6;R1][a!#6;R1][cR1]1	0.00158061116965
447	Tetrazoles (HS)	[nR1]1[nR1][nR1][nR1][cR1]1	0.00158061116965
448	Oxatriazoles (HS)	[$([oR1]1[nR1][nR1][nR1][cR1]1),$([oR1]1[nR1][nR1][cR1][nR1]1)]	0.0
449	1,2,3,4-Oxatriazoles (HS)	[oR1]1[nR1][nR1][nR1][cR1]1	0.0
450	1,2,3,5-Oxatriazoles (HS)	[oR1]1[nR1][nR1][cR1][nR1]1	0.0
451	Thiatriazoles (HS)	[$([sR1]1[nR1][nR1][nR1][cR1]1),$([sR1]1[nR1][nR1][cR1][nR1]1)]	0.0
452	1,2,3,4-Thiatriazoles (HS)	[sR1]1[nR1][nR1][nR1][cR1]1	0.0
453	1,2,3,5-Thiatriazoles (HS)	[sR1]1[nR1][nR1][cR1][nR1]1	0.0
454	Five-membered heterocycles with five heteroatoms (HS)	[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1	0.0
455	Saturated five-membered heterocycles with five heteroatoms (HS)	[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1	0.0
456	Pentazolidines (HS)	[NR1]1[NR1][NR1][NR1][NR1]1	0.0
457	Pentaoxolanes (HS)	[OR1]1[OR1][OR1][OR1][OR1]1	0.0
458	Pentathiolanes (HS)	[SR1]1[SR1][SR1][SR1][SR1]1	0.0
459	Unsaturated five-membered heterocycles with five heteroatoms (HS)	[!#6!#1;R1]1=[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1	0.0
460	Aromatic five-membered heterocycles with five heteroatoms (HS)	[a!#6;R1]1[a!#6;R1][a!#6;R1][a!#6;R1][a!#6;R1]1	0.0
461	Pentazoles	[nR1]1[nR1][nR1][nR1][nR1]1	0.0
462	Six-membered heterocycles (LS)	[!#6!#1]1~*~*~*~*~*~1	0.435194942044
463	Six-membered heterocycles with one heteroatom (LS)	[!#6!#1]1~[#6]~[#6]~[#6]~[#6]~[#6]~1	0.3645943098
464	Saturated six-membered heterocycles with one heteroatom (LS)	[!#6!#1]1CCCCC1	0.0800842992624
465	Unsaturated six-membered heterocycles with one heteroatom (LS)	[$([!#1!#6]1=C~C~C~C~C~1),$([!#1!#6]1~C=C~C~C~C~1),$([!#1!#6]1~C~C=C~C~C~1);!$([a!c]1ccccc1)]	0.0279241306639
466	Aromatic six-membered heterocycles with one heteroatom (LS)	[a!c]1ccccc1	0.252897787144
467	Six-membered heterocycles with two heteroatoms (LS)	[$([!#6!#1]1~[!#6!#1]~[#6]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[#6]~[!#6!#1]~[#6]~[#6]~1)]	0.0732349841939
468	Saturated six-membered heterocycles with two heteroatoms (LS)	[$([!#6!#1]1[!#6!#1]CCCC1),$([!#6!#1]1C[!#6!#1]CCC1),$([!#6!#1]1CC[!#6!#1]CC1)]	0.0142255005269
469	Unsaturated six-membered heterocycles with two heteroatoms (LS)	[$([!#6!#1]1=[!#6!#1]~[#6]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[#6]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]=[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[#6]=[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[#6]~[#6]=1),$([!#6!#1]1=[#6]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[#6]=[#6]~1),$([!#6!#1]1=[#6]~[#6]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[#6]=[#6]~[!#6!#1]~[#6]~[#6]~1);!$([a!c]1[a!c]cccc1);!$([a!c]1c[a!c]ccc1);!$([a!c]1cc[a!c]cc1)]	0.00895679662803
470	Aromatic six-membered heterocycles with two heteroatoms (LS)	[$([a!c]1[a!c]cccc1),$([a!c]1c[a!c]ccc1),$([a!c]1cc[a!c]cc1)]	0.0426765015806
471	Six-membered heterocycles with three heteroatoms (LS)	[$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[#6]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1)]	0.00737618545838
472	Saturated six-membered heterocycles with three heteroatoms (LS)	[$([!#6!#1]1[!#6!#1][!#6!#1]CCC1),$([!#6!#1]1[!#6!#1]C[!#6!#1]CC1),$([!#6!#1]1C[!#6!#1]C[!#6!#1]C1)]	0.00158061116965
473	Unsaturated six-membered heterocycles with three heteroatoms (LS)	[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]=[#6]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]=[#6]~[#6]~1),$([!#6!#1]1=[!#6!#1]~[#6]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[#6]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]=[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]=[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[#6]=[#6]~1),$([!#6!#1]1=[#6]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1);!$([a!c]1[a!c][a!c]ccc1);!$([a!c]1[a!c]c[a!c]cc1);!$([a!c]1c[a!c]c[a!c]c1)]	0.0
474	Aromatic six-membered heterocycles with three heteroatoms (LS)	[$([a!c]1[a!c][a!c]ccc1),$([a!c]1[a!c]c[a!c]cc1),$([a!c]1c[a!c]c[a!c]c1)]	0.00579557428872
475	Six-membered heterocycles with four heteroatoms (LS)	[$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[!#6!#1]~[#6]~1)]	0.00158061116965
476	Saturated six-membered heterocycles with four heteroatoms (LS)	[$([!#6!#1]1[!#6!#1][!#6!#1][!#6!#1]CC1),$([!#6!#1]1[!#6!#1][!#6!#1]C[!#6!#1]C1),$([!#6!#1]1[!#6!#1]C[!#6!#1][!#6!#1]C1)]	0.0
477	Unsaturated six-membered heterocycles with four heteroatoms (LS)	[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[!#6!#1]~[!#6!#1]~[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]=[#6]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]=[#6]~1),$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]~[#6]=1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[#6]~[!#6!#1]=[#6]~1),$([!#6!#1]1~[!#6!#1]~[#6]~[!#6!#1]~[!#6!#1]~[#6]=1),$([!#6!#1]1=[!#6!#1]~[#6]~[!#6!#1]~[!#6!#1]~[#6]~1);!$([a!c]1[a!c][a!c][a!c]cc1);!$([a!c]1[a!c][a!c]c[a!c]c1);!$([a!c]1[a!c]c[a!c][a!c]c1)]	0.00158061116965
478	Aromatic six-membered heterocycles with four heteroatoms (LS)	[$([a!c]1[a!c][a!c][a!c]cc1),$([a!c]1[a!c][a!c]c[a!c]c1),$([a!c]1[a!c]c[a!c][a!c]c1)]	0.0
479	Six-membered heterocycles with five heteroatoms (LS)	[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1	0.0
480	Saturated six-membered heterocycles with five heteroatoms (LS)	[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-C-1	0.0
481	Unsaturated six-membered heterocycles with five heteroatoms (LS)	[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]=[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]~1),$([!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[#6]=1);!$([a!c]1[a!c][a!c][a!c][a!c]c1)]	0.0
482	Aromatic six-membered heterocycles with five heteroatoms (LS)	[a!c]1[a!c][a!c][a!c][a!c]c1	0.0
483	Saturated six-membered heterocycles with six heteroatoms (LS)	[!#6!#1]1-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-[!#6!#1]-1	0.0
484	Unsaturated six-membered heterocycles with six heteroatoms (LS)	[$([!#6!#1]1=[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~1);!$([a!c]1[a!c][a!c][a!c][a!c][a!c]1)]	0.0
485	Aromatic six-membered heterocycles with six heteroatoms (LS)	[a!c]1[a!c][a!c][a!c][a!c][a!c]1	0.0
486	Six-membered heterocycles (HS)	[!#6!#1;R1]1~[*R1]~[*R1]~[*R1]~[*R1]~[*R1]~1	0.218124341412
487	Six-membered heterocycles with one heteroatom (HS)	[!#6!#1;R1]1~[#6R1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1	0.18124341412
488	Saturated six-membered heterocycles with one heteroatom (HS)	[!#6!#1;R1]1[CR1][CR1][CR1][CR1][CR1]1	0.0563751317176
489	Piperidines (HS)	[NR1]1[CR1][CR1][CR1][CR1][CR1]1	0.00368809272919
490	Tetrahydropyrans (HS)	[OR1]1[CR1][CR1][CR1][CR1][CR1]1	0.0526870389884
491	Tetrahydrothiopyrans (HS)	[SR1]1[CR1][CR1][CR1][CR1][CR1]1	0.0
492	Unsaturated six-membered heterocycles with one heteroatom (HS)	[$([!#1!#6;R1]1=[CR1]~[CR1]~[CR1]~[CR1]~[CR1]~1),$([!#1!#6;R1]1~[CR1]=[CR1]~[CR1]~[CR1]~[CR1]~1),$([!#1!#6;R1]1~[CR1]~[CR1]=[CR1]~[CR1]~[CR1]~1);!$([a!c]1ccccc1)]	0.0216016859852
493	Tetrahydropyridines (HS)	[$([NR1]1=[CR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1]=[CR1][CR1][CR1]1)]	0.0
494	Dihydropyridines (HS)	[$([NR1]1=[CR1][CR1]-,=[CR1]-,=[CR1][CR1]1),$([NR1]1[CR1]=[CR1][CR1][CR1]-,=[CR1]-,=1),$([NR1]1[CR1]=[CR1][CR1]=[CR1][CR1]1)]	0.0173867228662
495	Pyrans (HS)	[OR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1	0.00368809272919
496	Thiopyrans (HS)	[SR1]1[CR1]=[CR1][CR1]-,=[CR1]-,=[CR1]1	0.0
497	Aromatic six-membered heterocycles with one heteroatom (HS)	[a!c;R1]1[cR1][cR1][cR1][cR1][cR1]1	0.103266596417
498	Pyridines (HS)	[nR1]1[cR1][cR1][cR1][cR1][cR1]1	0.101685985248
499	Six-membered heterocycles with two heteroatoms (HS)	[$([!#6!#1;R1]1~[!#6!#1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[#6R1]~[!#6!#1]~[#6R1]~[#6R1]~1)]	0.0331928345627
500	Saturated six-membered heterocycles with two heteroatoms (HS)	[$([!#6!#1;R1]1[!#6!#1;R1][CR1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][CR1][!#6!#1;R1][CR1][CR1]1)]	0.00421496311907
501	Hexahydrodiazines	[$([NR1]1[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1][NR1][CR1][CR1]1)]	0.00158061116965
502	Dioxanes	[$([OR1]1[OR1][CR1][CR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][CR1][CR1]1),$([OR1]1[CR1][CR1][OR1][CR1][CR1]1)]	0.000526870389884
503	Dithianes	[$([SR1]1[SR1][CR1][CR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][CR1][CR1]1),$([SR1]1[CR1][CR1][SR1][CR1][CR1]1)]	0.0
504	Morpholines	[NR1]1[CR1][CR1][OR1][CR1][CR1]1	0.00210748155954
505	Unsaturated six-membered heterocycles with two heteroatoms (HS)	[$([!#6!#1;R1]1=[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[#6R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]=[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[#6R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]=1),$([!#6!#1;R1]1=[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]=[#6R1]~1),$([!#6!#1;R1]1=[#6R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]=[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1);!$([a!c]1[a!c]cccc1);!$([a!c]1c[a!c]ccc1);!$([a!c]1cc[a!c]cc1)]	0.00790305584826
506	Tetrahydrodiazines (HS)	[$([NR1]1=[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1][CR1]=[CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1][CR1][CR1]1),$([NR1]1[CR1]=[CR1][NR1][CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1]=[CR1][CR1]1)]	0.00579557428872
507	Dihydrodiazines (HS)	[$([NR1]1=[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1=[NR1][CR1]=[CR1][CR1][CR1]1),$([NR1]1[NR1][CR1]=[CR1][CR1]=[CR1]1),$([NR1]1[NR1]=[CR1][CR1]=[CR1][CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1]=[CR1]1),$([NR1]1[NR1]=[CR1][CR1][CR1][CR1]=1),$([NR1]1[CR1][NR1]=[CR1][CR1][CR1]=1),$([NR1]1=[CR1][NR1]=[CR1][CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1]=[CR1][CR1]1),$([NR1]1=[CR1][NR1][CR1][CR1]=[CR1]1),$([NR1]1[CR1][NR1]=[CR1][CR1]=[CR1]1),$([NR1]1=[CR1][CR1]=[NR1][CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1]=[CR1][CR1]1),$([NR1]1=[CR1][CR1][NR1][CR1]=[CR1]1),$([NR1]1[CR1]=[CR1][NR1][CR1]=[CR1]1)]	0.00210748155954
508	Dioxines (HS)	[$([OR1]1[OR1][CR1]=[CR1][CR1]=[CR1]1),$([OR1]1[CR1]=[CR1][OR1][CR1]=[CR1]1)]	0.0
509	Aromatic six-membered heterocycles with two heteroatoms (HS)	[$([a!c;R1]1[a!c;R1][cR1][cR1][cR1][cR1]1),$([a!c;R1]1[cR1][a!c;R1][cR1][cR1][cR1]1),$([a!c;R1]1[cR1][cR1][a!c;R1][cR1][cR1]1)]	0.0210748155954
510	Pyridazines (HS)	[nR1]1[nR1][cR1][cR1][cR1][cR1]1	0.00158061116965
511	Pyrimidines (HS)	[nR1]1[cR1][nR1][cR1][cR1][cR1]1	0.0194942044257
512	Pyrazines (HS)	[nR1]1[cR1][cR1][nR1][cR1][cR1]1	0.0
